mexico freed us marine reservist sgt|us|,墨西哥,释放,我们,海洋,预备役,上士|我们|我们|pronoun|我们|我们|我们(pronoun)+|
pierre korkie was killed friday in yemen when the us military launched a failed raid to rescue another hostage american photojournalist luke somers who also was killed|rescue|皮埃尔,korkie,星期五,被,打死,在,也门,时,，,美国,军方,发起,了,发生,故障,的,raid,去,救,另,一,个,人质,美国,摄影,记者,卢克萨默斯,也,被炸死,的,人|救|救|noun|保全|拯救|拯救(verb)+营救(verb)+抢救(verb)+解救(verb)+救(verb)+挽救(verb)+保全(verb)+搭救(verb)+捄(verb)+拯(verb)+保全(noun)+|
pierre korkie was killed friday in yemen when the us military launched a failed raid to rescue another hostage american photojournalist luke somers who also was killed|another|皮埃尔,korkie,星期五,被,打死,在,也门,时,，,美国,军方,发起,了,发生,故障,的,raid,去,救,另,一,个,人质,美国,摄影,记者,卢克萨默斯,也,被炸死,的,人|另一个||DT||另一个|另一个(pronoun)+再(pronoun)+另一(adjective)+另(adjective)+再(adjective)+彼(adjective)+别(adjective)+异(adjective)+|
pierre korkie was killed friday in yemen when the us military launched a failed raid to rescue another hostage american photojournalist luke somers who also was killed|who|皮埃尔,korkie,星期五,被,打死,在,也门,时,，,美国,军方,发起,了,发生,故障,的,raid,去,救,另,一,个,人质,美国,摄影,记者,卢克萨默斯,也,被炸死,的,人|||pronoun|谁|谁|谁(pronoun)+何人(pronoun)+孰(pronoun)+|
pierre korkie was killed friday in yemen when the us military launched a failed raid to rescue another hostage american photojournalist luke somers who also was killed|also|皮埃尔,korkie,星期五,被,打死,在,也门,时,，,美国,军方,发起,了,发生,故障,的,raid,去,救,另,一,个,人质,美国,摄影,记者,卢克萨默斯,也,被炸死,的,人|也|也|adverb|也|也|也(adverb)+还(adverb)+亦(adverb)+还有(adverb)+又(adverb)+并(adverb)+载(adverb)+|
read: south african taught poor children|south|阅读,：,,南非,教,贫困,儿童|南|南非|:||南|南(adjective)+南方的(adjective)+南(noun)+南方(noun)+南面(noun)+|
read: south african taught poor children|poor|阅读,：,,南非,教,贫困,儿童|贫困|贫困|verb||贫困|贫困(adjective)+差(adjective)+贫穷(adjective)+穷(adjective)+差劲(adjective)+错(adjective)+菲(adjective)+寒(adjective)+瘠(adjective)+寠(adjective)+窭(adjective)+赖(adjective)+贫(adjective)+贫乏(adjective)+贫寒(adjective)+贫苦(adjective)+穷乏(adjective)+瘦(adjective)+薄(adjective)+稀松(adjective)+贫民(noun)+|
american killed during rescue mission family: we didnt sign off on rescue try|during|美国,打死,救援,使命,家庭,：,,我们,没,在,救援,尝试,上,签字|||preposition|中|中|中(preposition)+在 ... 期间(preposition)+|
american killed during rescue mission family: we didnt sign off on rescue try|rescue|美国,打死,救援,使命,家庭,：,,我们,没,在,救援,尝试,上,签字|救|救援|noun|保全|拯救|拯救(verb)+营救(verb)+抢救(verb)+解救(verb)+救(verb)+挽救(verb)+保全(verb)+搭救(verb)+捄(verb)+拯(verb)+保全(noun)+|
american killed during rescue mission family: we didnt sign off on rescue try|mission|美国,打死,救援,使命,家庭,：,,我们,没,在,救援,尝试,上,签字|使命|使命|noun|任务|任务|任务(noun)+使命(noun)+代表团(noun)+差(noun)+传道部(noun)+使馆(noun)+传道(verb)+|
american killed during rescue mission family: we didnt sign off on rescue try|we|美国,打死,救援,使命,家庭,：,,我们,没,在,救援,尝试,上,签字|我们|我们|:||我们|我们(pronoun)+咱(pronoun)+咱们(pronoun)+朕(pronoun)+|
american killed during rescue mission family: we didnt sign off on rescue try|sign|美国,打死,救援,使命,家庭,：,,我们,没,在,救援,尝试,上,签字|签字|签字|verb|签署|签署|签署(verb)+签(verb)+签字(verb)+征兆(verb)+记名(verb)+署(verb)+符号(noun)+标志(noun)+迹象(noun)+标记(noun)+征兆(noun)+摽(noun)+符(noun)+痕迹(noun)+迹(noun)+迹纵(noun)+记(noun)+记号(noun)+牌子(noun)+标(noun)+手势(noun)+署名(noun)+先兆(noun)+象征(noun)+信(noun)+招牌(noun)+兆(noun)+朕(noun)+征候(noun)+正负号(noun)+志(noun)+势(noun)+|
american killed during rescue mission family: we didnt sign off on rescue try|off|美国,打死,救援,使命,家庭,：,,我们,没,在,救援,尝试,上,签字|||verb||离|离(preposition)+离去(preposition)+空闲的(adjective)+饐(adjective)+右(adjective)+隔断(adverb)+|
american killed during rescue mission family: we didnt sign off on rescue try|rescue|美国,打死,救援,使命,家庭,：,,我们,没,在,救援,尝试,上,签字|救|救援|preposition||拯救|拯救(verb)+营救(verb)+抢救(verb)+解救(verb)+救(verb)+挽救(verb)+保全(verb)+搭救(verb)+捄(verb)+拯(verb)+保全(noun)+|
american killed during rescue mission family: we didnt sign off on rescue try|try|美国,打死,救援,使命,家庭,：,,我们,没,在,救援,尝试,上,签字|尝试|尝试|noun||尝试|尝试(verb)+试(verb)+试图(verb)+试用(verb)+设法(verb)+睯(verb)+谋求(verb)+企图(verb)+审(verb)+讅(verb)+试验(verb)+试做(verb)+想法(verb)+|
yolande korkie said all is gods will as she discussed the failed us military mission|all|yolande,korkie,说,，,都,是,上帝,的,旨意,，,正,如,她,讨论,失败,我们,军事,特派团|都|都|DT||所有|所有(adjective)+都(adjective)+凡(adjective)+凡是(adjective)+皆(adjective)+尽是(adjective)+俱(adjective)+均(adjective)+佥(adjective)+通(adjective)+通通(adjective)+咸(adjective)+胥(adjective)+芸芸(adjective)+终(adjective)+周(adjective)+一切(noun)+个个(noun)+万(noun)+万事(noun)+万物(noun)+万象(noun)+全(pronoun)+全都(pronoun)+悉(pronoun)+悉数(pronoun)+诸(pronoun)+通共(adverb)+通通(adverb)+统(adverb)+统统(adverb)+整天(adverb)+|
yolande korkie said all is gods will as she discussed the failed us military mission|us|yolande,korkie,说,，,都,是,上帝,的,旨意,，,正,如,她,讨论,失败,我们,军事,特派团|我们|我们|pronoun|我们|我们|我们(pronoun)+|
yolande korkie said all is gods will as she discussed the failed us military mission|military|yolande,korkie,说,，,都,是,上帝,的,旨意,，,正,如,她,讨论,失败,我们,军事,特派团|军事|军事|adjective|军事|军事|军事(adjective)+军用(adjective)+军(adjective)+军方(adjective)+兵(adjective)+武(adjective)+军队(noun)+|
yolande korkie said all is gods will as she discussed the failed us military mission|mission|yolande,korkie,说,，,都,是,上帝,的,旨意,，,正,如,她,讨论,失败,我们,军事,特派团|||noun|任务|任务|任务(noun)+使命(noun)+代表团(noun)+差(noun)+传道部(noun)+使馆(noun)+传道(verb)+|
she expressed her gratitude to the united states for bringing her husbands remains home and was philosophical when asked about regrets|gratitude|她,表示,她,感谢,美国,把,丈夫,遗体,回家,，,哲学,，,当,被,问及,遗憾,时|感谢|感谢|noun|感谢|感谢|感谢(noun)+感激(noun)+谢意(noun)+感谢的心情(noun)+|
she expressed her gratitude to the united states for bringing her husbands remains home and was philosophical when asked about regrets|home|她,表示,她,感谢,美国,把,丈夫,遗体,回家,，,哲学,，,当,被,问及,遗憾,时|家|回家|noun|家|家|家(noun)+故乡(noun)+家园(noun)+乡土(noun)+斋(noun)+|
she expressed her gratitude to the united states for bringing her husbands remains home and was philosophical when asked about regrets|when|她,表示,她,感谢,美国,把,丈夫,遗体,回家,，,哲学,，,当,被,问及,遗憾,时|||adverb|何时|何时|何时(adverb)+曷(adverb)+几时(adverb)+洎(adverb)+日子(noun)+等(conjunction)+于(conjunction)+|
we have lost but one can never regret when you have lived with people that have nothing she said|we|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|||pronoun|我们|我们|我们(pronoun)+咱(pronoun)+咱们(pronoun)+朕(pronoun)+|
we have lost but one can never regret when you have lived with people that have nothing she said|have|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|有|有|verb|有|有|有(verb)+具有(verb)+拥有(verb)+具备(verb)+抱有(verb)+带有(verb)+含有(verb)+喝(verb)+所有(verb)+拥(verb)+有着(verb)+占有(verb)+|
we have lost but one can never regret when you have lived with people that have nothing she said|but|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|但|但|CC||但|但(conjunction)+但是(conjunction)+不过(conjunction)+而(conjunction)+然而(conjunction)+可是(conjunction)+却(conjunction)+可(conjunction)+然(conjunction)+只(conjunction)+只是(conjunction)+惟(adverb)+任何人(pronoun)+答辩(noun)+除 ... 以外(preposition)+|
we have lost but one can never regret when you have lived with people that have nothing she said|one|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|一|一起|pronoun||一|一()+之一()+壹()+|
we have lost but one can never regret when you have lived with people that have nothing she said|can|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|可以|可以|MD||可以|可以(verb)+能(verb)+可(verb)+能够(verb)+会(verb)+堪(verb)+克(verb)+罐(noun)+罐头(noun)+鑵(noun)+听(noun)+头戴耳机(noun)+|
we have lost but one can never regret when you have lived with people that have nothing she said|never|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|||adverb|决不|决不|决不(adverb)+从来不(adverb)+从来没有(adverb)+|
we have lost but one can never regret when you have lived with people that have nothing she said|regret|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|后悔|后悔|verb|后悔|后悔|后悔(verb)+遗憾(verb)+恨(verb)+悔(verb)+懊悔(verb)+惋惜(verb)+憾(verb)+懊(verb)+忏(verb)+歉(verb)+歉仄(verb)+依恋(verb)+追悔(verb)+抱歉(noun)+歉意(noun)+憾(noun)+歉忱(noun)+忧(noun)+|
we have lost but one can never regret when you have lived with people that have nothing she said|when|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|||adverb|何时|何时|何时(adverb)+曷(adverb)+几时(adverb)+洎(adverb)+日子(noun)+等(conjunction)+于(conjunction)+|
we have lost but one can never regret when you have lived with people that have nothing she said|you|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|你|你|pronoun|您|您|您(pronoun)+你(pronoun)+你们(pronoun)+尔(pronoun)+侬(pronoun)+|
we have lost but one can never regret when you have lived with people that have nothing she said|have|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|有|有|verb|有|有|有(verb)+具有(verb)+拥有(verb)+具备(verb)+抱有(verb)+带有(verb)+含有(verb)+喝(verb)+所有(verb)+拥(verb)+有着(verb)+占有(verb)+|
we have lost but one can never regret when you have lived with people that have nothing she said|people|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|人|人|noun|人|人|人(noun)+人民(noun)+人们(noun)+民(noun)+大众(noun)+氓(noun)+甿(noun)+民众(noun)+民族(noun)+生灵(noun)+萌(verb)+使住人(verb)+|
we have lost but one can never regret when you have lived with people that have nothing she said|have|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|有|有|verb|有|有|有(verb)+具有(verb)+拥有(verb)+具备(verb)+抱有(verb)+带有(verb)+含有(verb)+喝(verb)+所有(verb)+拥(verb)+有着(verb)+占有(verb)+|
we have lost but one can never regret when you have lived with people that have nothing she said|nothing|我们,已经,失去,了,，,但,一,个,可以,永远,不,会,后悔,你,有,没,有,她,说,的,人,一起,住,的,时候|||noun|零|无|无(pronoun)+没甚么(adverb)+零(noun)+蔑(noun)+莫(noun)+琐事(noun)+|
growing emotional she said:|emotional|她,说,：,,成长,情感,：|||adjective|感情的|感情的|感情的(adjective)+鼓舞的(adjective)+情绪化(adjective)+|
i had visualized something different|something|我,曾,设想,一些,不同,的,东西|||noun||某物|某物(pronoun)+|
i had visualized something different|different|我,曾,设想,一些,不同,的,东西|不同|不同|adjective|不同|不同|不同(adjective)+差(adjective)+和 ... 不同(adjective)+迳庭(adjective)+殊(adjective)+异(adjective)+|
we had visualized him holding us in his arms and hearing his soft voice|we|我们,有可,视化,他,把,我们,留在,他,的,手臂,，,听,他,温柔,的,声音|||pronoun|我们|我们|我们(pronoun)+咱(pronoun)+咱们(pronoun)+朕(pronoun)+|
we had visualized him holding us in his arms and hearing his soft voice|him|我们,有可,视化,他,把,我们,留在,他,的,手臂,，,听,他,温柔,的,声音|他|他|pronoun|他|他|他(pronoun)+之(pronoun)+|
we had visualized him holding us in his arms and hearing his soft voice|us|我们,有可,视化,他,把,我们,留在,他,的,手臂,，,听,他,温柔,的,声音|||pronoun|我们|我们|我们(pronoun)+|
we had visualized him holding us in his arms and hearing his soft voice|hearing|我们,有可,视化,他,把,我们,留在,他,的,手臂,，,听,他,温柔,的,声音|||verb||听力|听力(noun)+|
we had visualized him holding us in his arms and hearing his soft voice|soft|我们,有可,视化,他,把,我们,留在,他,的,手臂,，,听,他,温柔,的,声音|柔|温柔|adjective|软|软|软(adjective)+柔软(adjective)+柔和(adjective)+柔(adjective)+糊状的(adjective)+娇(adjective)+烂(adjective)+绵(adjective)+嫩(adjective)+轻(adjective)+轻柔(adjective)+荏(adjective)+软绵绵(adjective)+隤(adjective)+忧(adjective)+绵(noun)+|
we had visualized him holding us in his arms and hearing his soft voice|voice|我们,有可,视化,他,把,我们,留在,他,的,手臂,，,听,他,温柔,的,声音|声音|声音|noun|语音|语音|语音(noun)+声音(noun)+声(noun)+发言权(noun)+喉舌(noun)+呼声(noun)+嗓(noun)+嗓子(noun)+抒发(noun)+态(noun)+表达(verb)+发言(verb)+|
but this morning when we arrived there was immense relief that this suffering for him was finished|but|但当,我们,到达,今天,早上,有,很,巨大,的,解脱,这,种,苦难,，,他,完成,了|||CC||但|但(conjunction)+但是(conjunction)+不过(conjunction)+而(conjunction)+然而(conjunction)+可是(conjunction)+却(conjunction)+可(conjunction)+然(conjunction)+只(conjunction)+只是(conjunction)+惟(adverb)+任何人(pronoun)+答辩(noun)+除 ... 以外(preposition)+|
but this morning when we arrived there was immense relief that this suffering for him was finished|morning|但当,我们,到达,今天,早上,有,很,巨大,的,解脱,这,种,苦难,，,他,完成,了|早上|早上|noun|早上|早上|早上(noun)+上午(noun)+早晨(noun)+晨(noun)+早(noun)+初期(noun)+旦(noun)+夙(noun)+午前(noun)+朝(noun)+|
